# assembly_accession	taxid	species_taxid	organism_name	ftp_path	superkingdom	phylum	class	order	family	genus	species	infraspecific_name
GCF_000006865.1	272623	1358	Lactococcus lactis subsp. lactis Il1403	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/865/GCF_000006865.1_ASM686v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	strain=IL1403
GCF_000008485.1	272624	446	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/485/GCF_000008485.1_ASM848v1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	strain=Philadelphia 1
GCF_000195855.1	272631	1769	Mycobacterium leprae TN	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/855/GCF_000195855.1_ASM19585v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium leprae	strain=TN
GCF_000011225.1	272633	28227	Mycoplasma penetrans HF-2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/225/GCF_000011225.1_ASM1122v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma penetrans	strain=HF-2
GCF_000027345.1	272634	2104	Mycoplasma pneumoniae M129	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/345/GCF_000027345.1_ASM2734v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma pneumoniae	strain=M129
GCF_000195875.1	272635	2107	Mycoplasma pulmonis UAB CTIP	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/875/GCF_000195875.1_ASM19587v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma pulmonis	strain=UAB CTIP
GCF_000021865.1	272942	1061	Rhodobacter capsulatus SB 1003	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/865/GCF_000021865.1_ASM2186v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter capsulatus	strain=SB 1003
GCF_000007025.1	272944	781	Rickettsia conorii str. Malish 7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/025/GCF_000007025.1_ASM702v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia conorii	strain=Malish 7
GCF_000195735.1	272947	782	Rickettsia prowazekii str. Madrid E	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/735/GCF_000195735.1_ASM19573v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia prowazekii	strain=Madrid E
GCF_001274875.1	273035	47834	Spiroplasma kunkelii CR2-3x	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/875/GCF_001274875.1_ASM127487v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma kunkelii	strain=CR2-3x
GCF_000007085.1	273068	911092	Caldanaerobacter subterraneus subsp. tengcongensis MB4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/085/GCF_000007085.1_ASM708v1	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus	strain=MB4
GCF_000196135.1	273121	844	Wolinella succinogenes DSM 1740	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/135/GCF_000196135.1_ASM19613v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes	strain=DSMZ 1740
GCF_001729525.1	273384	273384	Brevibacterium aurantiacum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/525/GCF_001729525.1_ASM172952v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium aurantiacum	strain=SMQ-1335
GCF_000513215.1	273526	615	Serratia marcescens subsp. marcescens Db11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/215/GCF_000513215.1_DB11	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	strain=Db11
GCF_001747405.1	274537	274537	Chlorobaculum limnaeum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/405/GCF_001747405.1_ASM174740v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum limnaeum	strain=DSM 1677
GCF_000184435.1	278137	1804	Mycolicibacterium gilvum Spyr1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/435/GCF_000184435.1_ASM18443v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium gilvum	strain=Spyr1
GCF_000014505.1	278197	1255	Pediococcus pentosaceus ATCC 25745	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/505/GCF_000014505.1_ASM1450v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	strain=ATCC 25745
GCF_000011645.1	279010	1402	Bacillus licheniformis DSM 13 = ATCC 14580	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/645/GCF_000011645.1_ASM1164v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	strain=ATCC 14580; DSM 13
GCF_001584185.1	279113	279113	Collimonas pratensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/584/185/GCF_001584185.1_ASM158418v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas pratensis	strain=Ter91
GCF_000013325.1	279238	48935	Novosphingobium aromaticivorans DSM 12444	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/325/GCF_000013325.1_ASM1332v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans	strain=DSM 12444
GCF_000009865.1	279808	1283	Staphylococcus haemolyticus JCSC1435	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/865/GCF_000009865.1_ASM986v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus haemolyticus	strain=JCSC1435
GCF_000008505.1	281309	1428	[Bacillus thuringiensis] serovar konkukian str. 97-27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/505/GCF_000008505.1_ASM850v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	strain=97-27
GCF_000046685.1	283165	803	Bartonella quintana str. Toulouse	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/046/685/GCF_000046685.1_ASM4668v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella quintana	strain=Toulouse
GCF_000046705.1	283166	38323	Bartonella henselae str. Houston-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/046/705/GCF_000046705.1_ASM4670v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella henselae	strain=Houston-1
GCF_000008465.1	283942	135577	Idiomarina loihiensis L2TR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/465/GCF_000008465.1_ASM846v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina loihiensis	strain=L2TR
GCF_001305575.2	288004	288004	Beggiatoa leptomitoformis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/575/GCF_001305575.2_ASM130557v2	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	Beggiatoa leptomitoformis	strain=D-402
GCF_000018885.1	288705	1646	Renibacterium salmoninarum ATCC 33209	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/885/GCF_000018885.1_ASM1888v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Renibacterium	Renibacterium salmoninarum	strain=ATCC 33209
GCF_000020985.1	289376	28262	Thermodesulfovibrio yellowstonii DSM 11347	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/985/GCF_000020985.1_ASM2098v1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio yellowstonii	strain=DSM 11347
GCF_000734015.1	289377	1741	Thermodesulfobacterium commune DSM 2178	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/015/GCF_000734015.1_ASM73401v1	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium commune	strain=DSM 2178
GCF_000183385.1	289397	28903	Mycoplasma bovis PG45	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/385/GCF_000183385.1_ASM18338v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovis	strain=PG45
GCF_000020465.1	290315	1092	Chlorobium limicola DSM 245	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/465/GCF_000020465.1_ASM2046v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium limicola	strain=DSM 245
GCF_000015125.1	290317	1096	Chlorobium phaeobacteroides DSM 266	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/125/GCF_000015125.1_ASM1512v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides	strain=DSM 266
GCF_000016085.1	290318	1094	Chlorobium phaeovibrioides DSM 265	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/085/GCF_000016085.1_ASM1608v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeovibrioides	strain=DSM 265
GCF_000014925.1	290340	43663	Paenarthrobacter aurescens TC1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/925/GCF_000014925.1_ASM1492v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter aurescens	strain=TC1
GCF_000055785.1	290398	158080	Chromohalobacter salexigens DSM 3043	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/785/GCF_000055785.1_ASM5578v1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter salexigens	strain=DSM 3043
GCF_000020625.1	290512	1102	Prosthecochloris aestuarii DSM 271	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/625/GCF_000020625.1_ASM2062v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii	strain=DSM 271
GCF_000011685.1	290633	442	Gluconobacter oxydans 621H	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/685/GCF_000011685.1_ASM1168v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans	strain=621H
GCF_000012745.1	292415	36861	Thiobacillus denitrificans ATCC 25259	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/745/GCF_000012745.1_ASM1274v1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus denitrificans	strain=ATCC 25259
GCF_000009905.1	292459	2734	Symbiobacterium thermophilum IAM 14863	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/905/GCF_000009905.1_ASM990v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum	strain=IAM14863
GCF_000316515.1	292564	59930	Cyanobium gracile PCC 6307	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/515/GCF_000316515.1_ASM31651v1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Cyanobium	Cyanobium gracile	strain=PCC 6307
GCF_001688625.2	292800	292800	Flavonifractor plautii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/625/GCF_001688625.2_ASM168862v2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	strain=YL31
GCF_000008385.1	292805	80849	Wolbachia endosymbiont strain TRS of Brugia malayi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/385/GCF_000008385.1_ASM838v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Brugia malayi	
GCF_000014345.1	293613	788	Rickettsia canadensis str. McKiel	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/345/GCF_000014345.1_ASM1434v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia canadensis	strain=McKiel
GCF_000018205.1	293614	786	Rickettsia akari str. Hartford	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/205/GCF_000018205.1_ASM1820v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia akari	strain=Hartford
GCF_000016985.1	293826	208226	Alkaliphilus metalliredigens QYMF	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/985/GCF_000016985.1_ASM1698v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus metalliredigens	strain=QYMF
GCF_001634285.1	294699	294699	Anoxybacillus amylolyticus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/634/285/GCF_001634285.1_ASM163428v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus amylolyticus	strain=DSM 15939
GCF_000009925.1	295405	817	Bacteroides fragilis YCH46	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/925/GCF_000009925.1_ASM992v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	strain=YCH46
GCF_000981525.1	297352	1364	Lactococcus piscium MKFS47	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/525/GCF_000981525.1_L_piscium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus piscium	strain=MKFS47
GCF_000196255.1	298386	74109	Photobacterium profundum SS9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/255/GCF_000196255.1_ASM19625v1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium profundum	strain=SS9
GCF_000166135.1	298654	298654	Frankia inefficax	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/135/GCF_000166135.1_ASM16613v1	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia inefficax	strain=EuI1c
GCF_001969365.1	299262	299262	Tateyamaria omphalii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/365/GCF_001969365.1_ASM196936v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	Tateyamaria omphalii	strain=DOK1-4
GCF_001729725.1	299766	158836	Enterobacter hormaechei subsp. steigerwaltii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/725/GCF_001729725.1_ASM172972v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	strain=DSM 16691
GCF_001887285.1	300019	300019	Microbacterium paludicola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/285/GCF_001887285.1_ASM188728v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium paludicola	strain=CC3
GCF_000012005.1	300267	622	Shigella dysenteriae Sd197	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/005/GCF_000012005.1_ASM1200v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	strain=Sd197
GCF_000091545.1	300852	274	Thermus thermophilus HB8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/545/GCF_000091545.1_ASM9154v1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus	strain=HB8
GCF_000019205.1	306263	201	Campylobacter lari RM2100	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/205/GCF_000019205.1_ASM1920v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter lari	strain=RM2100; ATCC BAA-1060D
GCF_000006605.1	306537	38289	Corynebacterium jeikeium K411	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/605/GCF_000006605.1_ASM660v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium	
GCF_000020945.1	309798	35786	Coprothermobacter proteolyticus DSM 5265	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/945/GCF_000020945.1_ASM2094v1	Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	Coprothermobacter proteolyticus	strain=DSM 5265
GCF_000020965.1	309799	14	Dictyoglomus thermophilum H-6-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/965/GCF_000020965.1_ASM2096v1	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus thermophilum	strain=H-6-12; ATCC 35947
GCF_000021685.1	309801	500	Thermomicrobium roseum DSM 5159	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/685/GCF_000021685.1_ASM2168v1	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum	strain=DSM 5159
GCF_000018945.1	309803	2337	Thermotoga neapolitana DSM 4359	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/945/GCF_000018945.1_ASM1894v1	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana	strain=DSM 4359
GCF_000013045.1	309807	146919	Salinibacter ruber DSM 13855	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/045/GCF_000013045.1_ASM1304v1	Bacteria	Bacteroidetes	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Salinibacter	Salinibacter ruber	strain=DSM 13855; M31
GCF_000016285.1	311402	373	Agrobacterium vitis S4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/285/GCF_000016285.1_ASM1628v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium vitis	strain=S4
GCF_000016345.1	312153	576611	Polynucleobacter asymbioticus QLW-P1DMWA-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/345/GCF_000016345.1_ASM1634v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter asymbioticus	strain=QLW-P1DMWA-1
GCF_000011805.1	312309	668	Aliivibrio fischeri ES114	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/805/GCF_000011805.1_ASM1180v1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio fischeri	strain=ES114
GCF_000153485.2	313595	57029	Psychroflexus torquis ATCC 700755	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/485/GCF_000153485.2_ASM15348v2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus torquis	strain=ATCC 700755
GCF_000024125.1	313596	252307	Robiginitalea biformata HTCC2501	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/125/GCF_000024125.1_ASM2412v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Robiginitalea biformata	strain=HTCC2501
GCF_000013005.1	314225	39960	Erythrobacter litoralis HTCC2594	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/005/GCF_000013005.1_ASM1300v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter litoralis	strain=HTCC2594
GCF_000152825.2	314260	208216	Parvularcula bermudensis HTCC2503	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/825/GCF_000152825.2_ASM15282v2	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	Parvularcula bermudensis	strain=HTCC2503
GCF_000972865.1	314722	314722	Pseudoxanthomonas suwonensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/865/GCF_000972865.1_ASM97286v1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas suwonensis	strain=J1
GCF_000012085.2	314724	142	Borrelia turicatae 91E135	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/085/GCF_000012085.2_ASM1208v2	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia turicatae	strain=91E135
GCF_001029265.1	315358	315358	Spiroplasma eriocheiris	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/029/265/GCF_001029265.1_ASM102926v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma eriocheiris	strain=DSM 21848
GCF_000012145.1	315456	42862	Rickettsia felis URRWXCal2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/145/GCF_000012145.1_ASM1214v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia felis	strain=URRWXCal2; California 2
GCF_000017425.1	315749	580165	Bacillus cytotoxicus NVH 391-98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/425/GCF_000017425.1_ASM1742v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus	strain=NVH 391-98
GCF_000014825.1	316055	1076	Rhodopseudomonas palustris BisA53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/825/GCF_000014825.1_ASM1482v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	strain=BisA53
GCF_000013745.1	316056	1076	Rhodopseudomonas palustris BisB18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/745/GCF_000013745.1_ASM1374v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	strain=BisB18
GCF_000013365.1	316058	1076	Rhodopseudomonas palustris HaA2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/365/GCF_000013365.1_ASM1336v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	strain=HaA2
GCF_000022265.1	316067	1203471	Geobacter daltonii FRC-32	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/265/GCF_000022265.1_ASM2226v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter daltonii	strain=FRC-32
GCF_000196495.1	316275	40269	Aliivibrio salmonicida LFI1238	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/495/GCF_000196495.1_ASM19649v1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio salmonicida	strain=LFI1238
GCF_001704275.1	316284	1971	Streptomyces noursei ATCC 11455	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/275/GCF_001704275.1_ASM170427v1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces noursei	strain=ATCC 11455
GCF_000012605.1	317025	39765	Hydrogenovibrio crunogenus XCL-2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/605/GCF_000012605.1_ASM1260v1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Hydrogenovibrio	Hydrogenovibrio crunogenus	strain=XCL-2
GCF_000013985.1	317655	117207	Sphingopyxis alaskensis RB2256	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/985/GCF_000013985.1_ASM1398v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis	strain=RB2256
GCF_000013765.1	318161	192073	Shewanella denitrificans OS217	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/765/GCF_000013765.1_ASM1376v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella denitrificans	strain=OS217
GCF_000014705.1	318167	56812	Shewanella frigidimarina NCIMB 400	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/705/GCF_000014705.1_ASM1470v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella frigidimarina	strain=NCIMB 400
GCF_000203895.1	318586	266	Paracoccus denitrificans PD1222	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/895/GCF_000203895.1_ASM20389v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans	strain=PD1222
GCF_000012485.1	319225	1100	Pelodictyon luteolum DSM 273	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/485/GCF_000012485.1_ASM1248v1	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum	strain=DSM 273
