# assembly_accession	taxid	species_taxid	organism_name	ftp_path	superkingdom	phylum	class	order	family	genus	species	infraspecific_name
GCF_001718395.1	292	292	Burkholderia cepacia	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/718/395/GCF_001718395.1_ASM171839v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia	strain=INT3-BP177
GCF_002209085.2	292	292	Burkholderia cepacia	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/085/GCF_002209085.2_ASM220908v2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia	strain=FDAARGOS_345
GCF_000755805.1	292	292	Burkholderia cepacia	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/805/GCF_000755805.1_ASM75580v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia	strain=DDS 7H-2
GCF_004102925.1	293	293	Brevundimonas diminuta	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/925/GCF_004102925.1_ASM410292v1	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta	strain=ATCC(B) 19146
GCF_003055645.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/055/645/GCF_003055645.1_ASM305564v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=MS82
GCF_003626995.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/626/995/GCF_003626995.1_ASM362699v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=PF08
GCF_003612935.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/612/935/GCF_003612935.1_ASM361293v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=SIK_W1
GCF_000730425.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/425/GCF_000730425.1_ASM73042v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=UK4
GCF_003410335.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/410/335/GCF_003410335.1_ASM341033v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=Pf275
GCF_001708485.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/485/GCF_001708485.1_ASM170848v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=L228
GCF_001708465.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/465/GCF_001708465.1_ASM170846v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=L111
GCF_001708445.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/445/GCF_001708445.1_ASM170844v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=L321
GCF_001307275.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/275/GCF_001307275.1_ASM130727v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=FW300-N2C3
GCF_001307155.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/155/GCF_001307155.1_ASM130715v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=FW300-N2E3
GCF_004683905.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/683/905/GCF_004683905.1_ASM468390v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=LBUM677
GCF_000934565.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/934/565/GCF_000934565.1_ASM93456v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=PCL1751
GCF_001747385.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/385/GCF_001747385.1_ASM174738v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=Pt14
GCF_900636635.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/635/GCF_900636635.1_43721_H02	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=NCTC10783
GCF_002865505.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/865/505/GCF_002865505.1_ASM286550v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=2P24
GCF_900636825.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/825/GCF_900636825.1_44858_E01	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=NCTC9428
GCF_900475215.1	294	294	Pseudomonas fluorescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/215/GCF_900475215.1_42727_B01	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	strain=NCTC10038
GCF_001543265.1	296	296	Pseudomonas fragi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/265/GCF_001543265.1_ASM154326v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fragi	strain=P121
GCF_002128325.1	296	296	Pseudomonas fragi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/128/325/GCF_002128325.1_ASM212832v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fragi	strain=NMC25
GCF_003574215.1	297	297	Hydrogenophilus thermoluteolus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/574/215/GCF_003574215.1_ASM357421v1	Bacteria	Proteobacteria	Hydrogenophilalia	Hydrogenophilales	Hydrogenophilaceae	Hydrogenophilus	Hydrogenophilus thermoluteolus	strain=TH-1
GCF_003008615.1	300	300	Pseudomonas mendocina	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/008/615/GCF_003008615.1_ASM300861v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mendocina	strain=NEB698
GCF_002442555.1	300	300	Pseudomonas mendocina	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/555/GCF_002442555.1_ASM244255v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mendocina	strain=MAE1-K
GCF_900636545.1	300	300	Pseudomonas mendocina	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/545/GCF_900636545.1_42727_C01	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas mendocina	strain=NCTC10897
GCF_000953455.1	301	301	Pseudomonas oleovorans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/455/GCF_000953455.1_Ppseudo_Pac	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oleovorans	
GCF_001636055.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/636/055/GCF_001636055.1_ASM163605v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=PC2
GCF_002741075.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/075/GCF_002741075.1_IEC330191.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=IEC33019
GCF_005080685.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/080/685/GCF_005080685.1_ASM508068v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=1290
GCF_000691565.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/565/GCF_000691565.1_ASM69156v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=DLL-E4
GCF_003228315.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/228/315/GCF_003228315.1_ASM322831v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=JBC17
GCF_900636645.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/645/GCF_900636645.1_43295_H02	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=NCTC13186
GCF_002736045.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/736/045/GCF_002736045.1_ASM273604v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=E46
GCF_002356095.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/095/GCF_002356095.1_ASM235609v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=KF715
GCF_002736125.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/736/125/GCF_002736125.1_ASM273612v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=E41
GCF_001886975.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/975/GCF_001886975.1_ASM188697v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=PP112420
GCF_003671955.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/671/955/GCF_003671955.1_ASM367195v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=B4
GCF_001515585.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/515/585/GCF_001515585.1_ASM151558v2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=1A00316
GCF_003290365.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/365/GCF_003290365.1_ASM329036v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=NX-1
GCF_002025705.1	303	303	Pseudomonas putida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/705/GCF_002025705.1_ASM202570v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	strain=AA7
GCF_003515345.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/345/GCF_003515345.1_ASM351534v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL3755
GCF_003515165.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/165/GCF_003515165.1_ASM351516v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T11
GCF_003515485.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/485/GCF_003515485.1_ASM351548v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T101
GCF_003515505.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/505/GCF_003515505.1_ASM351550v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T95
GCF_003515525.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/525/GCF_003515525.1_ASM351552v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T82
GCF_003515545.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/545/GCF_003515545.1_ASM351554v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T60
GCF_003515145.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/145/GCF_003515145.1_ASM351514v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T51
GCF_003515585.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/585/GCF_003515585.1_ASM351558v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL3882
GCF_003515605.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/605/GCF_003515605.1_ASM351560v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL3822
GCF_003515625.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/625/GCF_003515625.1_ASM351562v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL3300
GCF_002894285.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/894/285/GCF_002894285.1_ASM289428v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=RSCM
GCF_003515185.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/185/GCF_003515185.1_ASM351518v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL3175
GCF_003515205.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/205/GCF_003515205.1_ASM351520v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL3103
GCF_003515305.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/305/GCF_003515305.1_ASM351530v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T25
GCF_003515365.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/365/GCF_003515365.1_ASM351536v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL3730
GCF_003515285.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/285/GCF_003515285.1_ASM351528v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T78
GCF_003515385.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/385/GCF_003515385.1_ASM351538v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL3022
GCF_003515405.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/405/GCF_003515405.1_ASM351540v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL2729
GCF_003515425.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/425/GCF_003515425.1_ASM351542v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL2312
GCF_003515445.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/445/GCF_003515445.1_ASM351544v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL2064
GCF_001586135.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/135/GCF_001586135.1_ASM158613v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=KACC 10722
GCF_003515325.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/325/GCF_003515325.1_ASM351532v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T12
GCF_003515265.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/265/GCF_003515265.1_ASM351526v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T98
GCF_003515245.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/245/GCF_003515245.1_ASM351524v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T117
GCF_001299555.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/555/GCF_001299555.1_ASM129955v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=UY031
GCF_001587135.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/135/GCF_001587135.1_ASM158713v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=UW163
GCF_001587155.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/155/GCF_001587155.1_ASM158715v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=IBSBF1503
GCF_003515225.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/225/GCF_003515225.1_ASM351522v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SL2330
GCF_002501565.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/501/565/GCF_002501565.1_ASM250156v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=RS 488
GCF_002549815.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/549/815/GCF_002549815.1_ASM254981v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=RS 489
GCF_003515565.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/565/GCF_003515565.1_ASM351556v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=T42
GCF_002220465.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/465/GCF_002220465.1_ASM222046v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=CQPS-1
GCF_006088755.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/088/755/GCF_006088755.1_ASM608875v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=UW386
GCF_001891105.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/891/105/GCF_001891105.1_ASM189110v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=EP1
GCF_001663415.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/415/GCF_001663415.1_ASM166341v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=YC40-M
GCF_002162015.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/015/GCF_002162015.1_ASM216201v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=SEPPX05
GCF_003999715.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/999/715/GCF_003999715.1_ASM399971v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=HA4-1
GCF_001708525.1	305	305	Ralstonia solanacearum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/525/GCF_001708525.1_ASM170852v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	strain=KACC10709
GCF_003001655.1	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/001/655/GCF_003001655.1_ASM300165v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=DW2-1
GCF_003952645.1	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/645/GCF_003952645.1_ASM395264v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=KGS-2
GCF_003952685.1	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/685/GCF_003952685.1_ASM395268v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=KGS-8
GCF_003008495.1	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/008/495/GCF_003008495.1_ASM300849v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=1W1-1A
GCF_001648195.1	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/648/195/GCF_001648195.1_ASM164819v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=273
GCF_003047145.2	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/047/145/GCF_003047145.2_ASM304714v2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=SGAir0442
GCF_900636845.1	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/845/GCF_900636845.1_44858_G01	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=NCTC10450
GCF_000661915.1	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/661/915/GCF_000661915.1_ASM66191v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=19SMN4
GCF_000590475.1	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/475/GCF_000590475.1_ASM59047v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=28a24
GCF_005844005.1	316	316	Pseudomonas stutzeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/844/005/GCF_005844005.1_ASM584400v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	strain=PheN2
